show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
S812,Tv Show,Behind Enemy Lines,Unknown,Not Available,United States,15-08-2016,2001,1,"After Dire Setbacks In 1940, Winston Churchill Commissions A New Kind Of Fighting Force: Commandos Trained To Use Stealth And Audacious Tactics.",British Tv
S813,Movie,Behind The Curtain: Todrick Hall,Katherine Fairfax Wright,Todrick Hall,United States,05-04-2018,2017,100,Follow Singer And Youtube Sensation Todrick Hall As He Launches An Original Musical Based On Growing Up Gay In Texas And Finding Showbiz Success.,Documentaries
S814,Movie,Behind The Curve,Daniel J. Clark,Not Available,United States,15-02-2019,2018,96,"Meet The Growing, Worldwide Community Of Theorists Who Defend The Belief That The Earth Is Flat While Living In A Society Who Vehemently Rejects It.",Documentaries
S815,Tv Show,Behind The Newsroom,Unknown,"Pok Piyatida Woramusik, Willie Ruengrit Mcintosh, Charebelle Lanlalin, Tono Pakin Kumwilaisuk, Point Cholawit Meetongcom, Cee Hathaiphat, Pitta Na Pattalung, Ae Sasikarn Aphichartworasilp, Louis Pongphan Petchbuntoon, Sawitree Samipak",Unknown,14-09-2018,2015,1,"Confident And Cool Under Pressure, Top News Presenter Punchalee Meets Her Match In The Conniving Dao, Who'Ll Stop At Nothing To Fulfill Her Ambitions.",International Tv
S816,Tv Show,Behzat Ç.,Unknown,"Erdal Beşikçioğlu, Fatih Artman, İnanç Konukçu, Seda Bakan, Berkan Şal, Ayça Eren, Berke Üzrek, Canan Ergüder, Ege Aydan, Eray Eserol, Hakan Hatipoğlu",Turkey,19-05-2017,2010,1,An Ankara Homicide Detective With A Dark Personal Life And A Disdain For Rules And Political Correctness Solves Murders And Fights Police Corruption.,Crime Tv
S817,Movie,Beiimaan Love,Rajeev Chaudhari,"Sunny Leone, Rajneesh Duggal, Rajeev Verma, Daniel Weber, Yuvraj Siddharth Singh, Ziesha Nancy",India,01-11-2017,2016,115,"After Having Her Heart Broken By A Man Who Seduced Her At A Party, A Young, Ambitious Woman Concocts A Scheme To Get Revenge.",Dramas
S818,Movie,Being Ap,Anthony Wonke,Tony Mccoy,United Kingdom,15-08-2016,2015,99,"With Retirement Staring Him In The Face, An All-Time-Great Jump Jockey Pursues His 20Th Consecutive Title In His Unrelenting Quest For Glory.",Documentaries
S819,Movie,Being Elmo: A Puppeteer'S Journey,Constance Marks,"Kevin Clash, Whoopi Goldberg",United States,21-02-2012,2011,76,"Whoopi Goldberg Narrates Elmo Creator Kevin Clash'S Remarkable Journey From A Working-Class Baltimore Neighborhood To Jim Henson'S ""Sesame Street.""",Documentaries
S820,Tv Show,Being Mary Jane: The Series,Unknown,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",United States,01-07-2017,2016,4,Ambitious Single Tv Journalist Mary Jane Attempts To Balance Her Career With Her Overbearing Family And An Increasingly Messy Love Life.,Romantic Tv
S821,Movie,Being Mrs Elliot,Omoni Oboli,"Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,20-12-2019,2014,113,"When A Scorned Wife From The City Shares A Cab With A Troubled Villager, A Fiery Accident Forces Them To Live Out Each Other'S Lives.",Dramas
S822,Movie,Being Napoleon,"Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson",United States,01-08-2018,2018,88,"On The 200Th Anniversary Of The Battle Of Waterloo, Thousands Of Enthusiasts Reenact The Epic Clash. But There Can Only Be One Napoleon.",Documentaries
S823,Movie,Beirut Oh Beirut,Maroun Baghdadi,"Ezzat El Alaily, Mireille Maalouf, Joseph Bou Nassar, Elie Adabachi, Philippe Akiki, Ahmed Al Zein",Lebanon,19-10-2020,1975,106,"In The Aftermath Of The 1967 Arab-Israeli War, Four Young Lebanese Navigate Their Existence Along Rapidly Transforming Political Lines.",Classic Movies
S824,Movie,Belgica,"Felix Van Groeningen, Felix Van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow",Belgium,15-04-2016,2016,127,"Two Brothers Become Partners In A Modest Nightclub And Turn It Into The Hottest Spot In Town, But Their Exhilarating Run Of Success Comes At A Price.",Dramas
S825,Movie,Belief: The Possession Of Janet Moses,David Stubbs,"Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",New Zealand,15-10-2017,2015,90,"This Documentary Tries To Reconstruct, Through A Series Of Interviews, A Family'S Misguided Attempt To Heal A Woman'S Pain Through Exorcism.",Documentaries
S826,Tv Show,Bella And The Bulldogs,Unknown,"Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco",United States,02-11-2019,2015,1,"The Life Of Cheerleader Bella Dawson Turns Upside Down When, In A Twist Of Fate, She Becomes Quarterback For Her Middle School'S Football Team.",Kids
S827,Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés",Uruguay,07-06-2019,2018,74,An Artist Muddles Through A Midlife Crisis While Trying To Balance His Dimming Career With A Yearning To Be A Better Father.,Dramas
S828,Movie,Below Her Mouth,April Mullen,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen, Tommie-Amber Pirie, Melanie Leishman, Andrea Stefancikova, Daniela Barbosa",Canada,01-08-2017,2016,91,An Engaged Fashion Editor Begins A Torrid Affair With A Female Roofer That Threatens To Turn Both Of Their Lives Upside Down.,Dramas
S829,Tv Show,Ben & Holly'S Little Kingdom,Unknown,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,15-03-2020,2009,1,"In The Magical Little Kingdom, Friends Ben Elf And Fairy Princess Holly Have Fun Adventures As They Learn About Teamwork, Sharing And Problem-Solving.",Kids
S830,Tv Show,Ben 10,Unknown,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara",United States,30-09-2018,2016,1,Ben Can Transform Into Ten Types Of Aliens. He'Ll Try 'Em All While Adventuring Across The Country With His Cousin Gwen And Grandpa Max.,Kids
S831,Movie,Ben Platt Live From Radio City Music Hall,"Alex Timbers, Sam Wrench",Ben Platt,United States,20-05-2020,2020,85,"Backed By A Full Band And A Ready Wit, Actor Ben Platt Opens Up A Very Personal Songbook Onstage —Numbers From His Debut Lp, ""Sing To Me Instead.”",Music
S832,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,"Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",United States,31-12-2019,2019,90,A Rookie Lawyer With An Emasculating Past In Baseball Can Break Into The Legal World Only If He Manages A Law Firm'S Ragtag Company Softball Team.,Comedies
S833,Movie,Bending The Arc,"Kief Davidson, Pedro Kos",Not Available,United States,22-10-2020,2017,102,This Documentary Follows A Group Of Ambitious Advocates Whose Mission To Save Lives In Haiti Turns Into A Global Fight For Health Care And Justice.,Documentaries
S834,Movie,Beneath The Leaves,Adam Marino,"Mira Sorvino, Kristoffer Polaha, Doug Jones, Paul Sorvino, Aaron Farb, Ser'Darius Blain, Christopher Backus, Christopher Masterson, Tommy Kijas, Kee Seymore, Marla Adams",United States,08-06-2019,2019,90,"An Escaped Psychopathic Child Killer Faces Off Against One Of His Former Victims, Who Has Since Become A Hard-Nosed Detective.",Independent Movies
S835,Movie,Benji,Brandon Camp,"Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter",United Arab,16-03-2018,2018,87,A Determined Dog Comes To The Rescue And Helps Heal A Broken Family When A Young Boy And His Sister Stumble Into Some Serious Danger.,Children
S836,Movie,Benji: Off The Leash,Joe Camp,"Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson",United States,06-03-2018,2004,100,"Benji Is Back In This Charming Story That'S Told From The Pooch'S Point Of View, Tracking His Early Days As A Pup To His Current Life In Showbiz.",Children
S837,Movie,Benji'S Very Own Christmas Story,Joe Camp,"Ron Moody, Patsy Garrett, Cynthia Smith",United States,03-10-2018,1978,25,"While On A Press Tour, Benji Goes Behind The Scenes Of Santa'S Workshop. But Santa Has A Devastating Secret, So It'S Up To Benji To Save Christmas.",Children
S838,Movie,Bennett'S War,Alex Ranarivelo,"Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",United States,02-05-2020,2019,94,A Medically Discharged Soldier Attempts An Improbable Return To Motorcycle Racing To Win Enough Prize Money To Save His Father'S Farm.,Dramas
S839,Movie,Berlin Calling,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,15-01-2017,2008,105,"Dj Ickarus Is At The Top Of His Game, Dazzling Fans And Touring The World – Until He Gets Locked In The Loony Bin After Taking A Few Too Many Drugs.",Dramas
S840,Movie,Berlin Kaplani,Hakan Algül,"Ata Demirer, Necati Bilgiç, Tarık Ünlüoğlu, Özlem Türkad, Nihal Yalçın, Cemil Özbayer, Cengiz Bozkurt, Orhan Güner, Mert Aran",Turkey,10-03-2017,2012,99,"After A Losing Streak Puts Him In Debt Of 50,000 Euros To His Sponsors, An Unlikely Turkish-German Boxer In Berlin Finds Himself In Need Of A Miracle.",Comedies
S841,Movie,Berlin Syndrome,Cate Shortland,"Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,25-08-2017,2017,116,What Starts As A Passionate One-Night Stand Quickly Turns Sinister When Clare Learns She'S Locked Inside Andi'S Apartment With No Way Out.,International Movies
S842,Movie,"Berlin, Berlin: Lolle On The Run",Franziska Meyer Price,"Felicitas Woll, Janina Uhse, Jan Sosniok, Matthias Klimsa, Sandra Borgmann, Kai Lentrodt, Armin Rohde, Gitta Schweighöfer, Kailas Mahadevan",Germany,07-08-2020,2020,82,"In This Cinematic Sequel To The Hit Tv Series, Lolle Has Moved On From Sven And Is About To Marry Her Friend Hart – Until Sven Disrupts Her Plans.",Comedies
S843,Movie,"Berlin, I Love You",Unknown,Not Available,Germany,08-06-2019,2019,120,"Set In The Grey City, This ""Cities Of Love"" Installment Is A Star-Studded, 10-Story Collection Of Redemptive Love, Crushing Loss And Everyday Romances.",Dramas
S844,Movie,Berserk: The Golden Age Arc I - The Egg Of The King,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,15-10-2016,2012,77,"Loner Guts Is Recruited By Griffith And His Band Of Mercenaries, But Their Ensuing Success As A Full-Fledged Army Could Lead To A Horrible Fate.",Action
S845,Movie,Berserk: The Golden Age Arc Ii - The Battle For Doldrey,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,01-09-2017,2012,92,"For Three Years, Guts Believed His Mission Was To Pursue Griffith'S Dream Together With Him. But In Order To Become Griffith'S Equal And Truly Be Called His Friend, Guts Realizes He Will Have To Leave The Band Of The Hawk.",Action
S846,Movie,Berserk: The Golden Age Arc Iii - The Advent,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,01-09-2017,2013,107,"A Year After He Left The Band Of The Hawk, Guts Rejoins Them In An Epic Battle To Vanquish The God Hand And Save Griffith From A Hellish Fate.",Action
S847,Movie,Bert Kreischer: Hey Big Boy,Jeff Tomsic,Bert Kreischer,United States,17-03-2020,2020,62,"Ever The Stand-Up Party Animal, Comic Bert Kreischer Riffs On Parenting And Family Life, Being A Gun And Pet Owner, His Dad Discovering Pot, And More.",Stand-Up
S848,Movie,Bert Kreischer: Secret Time,Todd Biermann,Bert Kreischer,Unknown,24-08-2018,2018,57,Shirtless Comic Bert Kreischer Relays Personal Secrets And Stories About Being A Cool – If Not Always Responsible – Dad In This Stand-Up Special.,Stand-Up
S849,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,22-02-2019,2016,70,"From His Run-In With A Grizzly Bear To Partying With The Russian Mafia, The Shirtless Comic Returns With Laugh-Out-Loud Tales In This Stand-Up Special.",Stand-Up
S850,Tv Show,Best Leftovers Ever!,Unknown,"Jackie Tohn, David So, Rosemary Shrager",United States,30-12-2020,2020,1,Decadent Pasta From Day-Old Fries? Skillful Cooks Transform Tired Leftovers Into Tantalizing New Dishes In This Wildly Creative Culinary Competition.,Reality Tv
S851,Tv Show,Best Lover,Unknown,"Da-Hae Lee, Zhou Mi, Wang Qiuzi, Kwang-Hyun Park, Jia Zhengyu, Jeong-Hak Park",South Korea,23-02-2018,2016,1,"Two Young Stars With Different Backgrounds And Agendas Enter Into A Fake Marriage To Advance Their Careers, Until The Fake Starts Turning Real.",International Tv
S852,Movie,Best Neighbors,Tamer Bassiouni,"Sameh Hussain, Menna Arafa, Merna Al-Mohandes",Unknown,06-06-2019,2014,98,"A Just-Married Couple Moves Into Their New Home, Finding Themselves At War With The Kids Next Door, Who Seem Determined To Make Their Lives Miserable.",Comedies
S853,Movie,Best Of Stand-Up 2020,Unknown,"Jerry Seinfeld, Leslie Jones, Taylor Tomlinson, Tom Segura, Jack Whitehall, Michelle Buteau, Bert Kreischer, Jo Koy, Donnell Rawlings, Jim Jefferies, Nikki Glaser, George Lopez, Sam Jay, Marc Maron, Kevin Hart, Michael Mcintyre, Fortune Feimster, Eric André, Jim Norton, Felipe Esparza, Hannah Gadsby, Patton Oswalt, Vir Das, Robert Kelly, Urzila Carlson, Tom Papa, Kanan Gill, Ms. Pat, Rob Schneider, Adrienne Iapalucci, Kenny Sebastian, Thomas Middleditch, Ben Schwartz",Unknown,31-12-2020,2020,77,"From Jerry Seinfeld To Leslie Jones, Kevin Hart To Hannah Gadsby, Laugh Along With The Funniest Bits From Netflix'S 2020 Stand-Up Comedy Specials.",Stand-Up
S854,Movie,"Best Wishes, Warmest Regards: A Schitt'S Creek Farewell",Amy Segal,"Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji",Canada,03-10-2020,2020,44,"From Unseen Footage To The Last Table Read, This Documentary Takes An Inside Look At The Final Season Of The Acclaimed Comedy Series ""Schitt'S Creek.""",Documentaries
S855,Movie,Best Worst Thing That Ever Could Have Happened,Lonny Price,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",United States,18-03-2017,2016,97,"The Cast And Crew Of The 1981 Broadway Musical ""Merrily We Roll Along"" Recall Joy And Heartbreak During The Production Of A Surefire Hit That Wasn'T.",Documentaries
S856,Tv Show,Best.Worst.Weekend.Ever.,Unknown,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,19-10-2018,2018,1,"Teenage Friends Plan An Epic Trip To Comic-Con To Meet Their Idol, Only To Get Caught In One Hilariously Awkward Predicament After Another.",Kids
S857,Tv Show,Betaal,Unknown,"Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,24-05-2020,2020,1,"Hired To Displace Tribal Villagers To Make Way For A New Highway, Officials Unearth An Old Curse And An Army Of British Soldier-Zombies.",International Tv
S858,Movie,Bethany Hamilton: Unstoppable,Aaron Lieber,Bethany Hamilton,United States,25-03-2020,2019,100,This Documentary Follows The Rising Tide Of Bethany Hamilton Who Lost Her Arm As A Teen Before Making Waves In Pro Surfing And Her Personal Life.,Children
S859,Tv Show,Better Call Saul,Unknown,"Bob Odenkirk, Jonathan Banks, Michael Mckean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,09-02-2020,2018,4,"This Emmy-Nominated Prequel To ""Breaking Bad"" Follows Small-Time Attorney Jimmy Mcgill As He Transforms Into Morally Challenged Lawyer Saul Goodman.",Crime Tv
S860,Tv Show,Better Than Us,Unknown,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,16-08-2019,2019,1,"A Family On The Brink Of Splitting Up Become The Owners Of A Cutting-Edge Robot Being Sought By A Corporation, Homicide Investigators And Terrorists.",Crime Tv
S861,Movie,Betting On Zero,Ted Braun,William Ackman,United States,01-06-2017,2017,104,"This Documentary Dives Into The Complex World Of Herbalife, The International Nutritional Products Company Accused Of Being A Pyramid Scheme.",Documentaries
S862,Movie,Betty White: First Lady Of Television,Steve Boettcher,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",United States,12-01-2020,2018,56,This Documentary On Actress And Television Producer Betty White Traces Her Decades-Long Career As A  Woman Breaking New Ground In Entertainment.,Documentaries
S863,Tv Show,Between,Unknown,"Jennette Mccurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,01-07-2016,2016,2,"After A Mysterious Disease Kills Every Resident Over 22 Years Old, Survivors Of A Town Must Fend For Themselves When The Government Quarantines Them.",International Tv
S864,Movie,Between Maybes,Jason Paul Laxamana,"Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez",Philippines,03-12-2020,2019,108,"A Former Actress Takes A Trip To Japan, Where She Meets A Young Man Who Provides An Escape From Reality And Makes Her Consider A Different Way Of Life.",Dramas
S865,Movie,Between Two Ferns: The Movie,Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",United States,20-09-2019,2019,83,"Armed With Awkward Questions And Zero Self-Awareness, Zach Galifianakis Hits The Road To Find Famous Interview Subjects For His No-Budget Talk Show.",Comedies
S866,Movie,Between Worlds,Maria Pulera,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,06-04-2019,2018,91,"Grieving For His Dead Wife And Daughter, A Trucker Plunges Into A Romance With A Mother Who Needs His Help. The Dead, However, Are Far From Gone.",Thrillers
S867,Movie,Bewafaa,Dharmesh Darshan,"Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen, Shamita Shetty, Manoj Bajpayee, Kabir Bedi, Nafisa Ali, Supriya Pathak, Raj Premi, Supriya Karnik",India,21-07-2019,2005,149,"A Young Woman Faces Pressure To Marry Her Brother-In-Law, After Her Sister Dies While Giving Birth. But She'S Secretly In Love With Someone Else.",Dramas
S868,Movie,Bewildered Bolbol,Khaled Marei,"Ahmed Helmy, Zeina, Shery Adel, Emy Samir Ghanim, Yousef Fawzy, Yasser El Tobgy, Wael Sami, Maryam Saleh",Egypt,20-06-2019,2010,112,A Man Suffering From Amnesia Can'T Seem To Choose Between The Women Playing Tricks On Him.,Comedies
S869,Tv Show,Beyblade Burst,Unknown,"Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,01-10-2017,2016,1,"Middle Schooler Valt Aoi, With His Beyblade Valtryek, Faces Off Against Friends, Classmates And Rivals To Become The World'S Number One Blader.",Anime Series
S870,Tv Show,Beyblade Burst Evolution,Unknown,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",Unknown,15-11-2018,2017,1,"Scouted By A Famous Spanish Club, Valt Aoi Heads To Spain. With Their Sights On The World League, He And His Teammates Face The European League First.",Anime Series
S871,Tv Show,Beyblade Burst Rise,Unknown,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,15-11-2020,2019,1,"After Training With Legendary Valt Aoi, Dante And His Trusty Ace Dragon Lead The Next Generation Of Bladers To Battle In Japan — Beyblade'S Birthplace.",Anime Series
S872,Tv Show,Beyblade Burst Turbo,Unknown,"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle Mccarley, Brandon Winckler, Kimlinh Tran",Unknown,10-10-2019,2018,1,"Yearning To Earn The Title Of World Blading Champion, A Novice Competitor Must Harness His Untamed Potential Through Training And Tournaments.",Anime Series
S873,Tv Show,Beyblade: Metal Fusion,Unknown,"Aki Kanada, Satoshi Hino, Emiri Kato, Kei Shindo, Robert Tinkler, Peter Cugno, Lisette St. Louis, Barbara Mamabolo",Japan,15-12-2017,2009,1,"In This Anime Adventure Series For Kids, The Forces Of Good And Evil ""Blade It Out,"" Battling Each Other With Enchanted Spinning Tops.",Anime Series
S874,Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",Turkey,28-04-2020,2006,102,"When A Local Musician And His Band Are Forced To Perform In Honor Of A Right-Wing Coup, His Daughter Schemes To Make Their Music Subversive Instead.",Comedies
S875,Movie,Beyond All Boundaries,Sushrut Jain,Kunal Nayyar,United States,01-04-2017,2013,98,"As The 2011 Cricket World Cup Begins, Three Indians Demonstrate Their Passion And The Sacrifices They'Ve Made For The Country'S Most Popular Sport.",Documentaries
S876,Movie,Beyond Skyline,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Yayan Ruhian, Pamelyn Chee, Jacob Vargas, Iko Uwais",United States,15-04-2018,2017,107,"In The Wake Of An Extraterrestrial Invasion, A Suspended L.A. Cop Teams Up With Survivors To Stop The Onslaught And Rescue Human Captives.",Action
S877,Tv Show,Beyond Stranger Things,Unknown,"Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb Mclaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",United States,27-10-2017,2017,1,"Secrets From The ""Stranger Things 2"" Universe Are Revealed As Cast And Guests Discuss The Latest Episodes With Host Jim Rash. Caution: Spoilers Ahead!",Stand-Up
S878,Movie,Beyond The Boundary: Icc Women'S T20 World Cup Australia 2020,Anna Stone,Not Available,Unknown,14-08-2020,2020,59,"With Highlights From The 2020 Tourney, This Program Offers An Inside Look At The Global Showcase For Women'S Cricket — The Icc Women'S T20 World Cup.",Documentaries
S879,Movie,Beyond The Clouds,Majid Majidi,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada, Tannishtha Chatterjee, Shashank Shende, Hema Singh, Akash Gopal",India,10-08-2018,2018,120,A Youthful Drug Dealer In Mumbai Must Change His Ways When The Sister Who Raised Him Is Assaulted By Her Boss And Imprisoned For Defending Herself.,Dramas
S880,Tv Show,Bh Se Bhade,Unknown,"Deven Bhojani, Suchita Trivedi, Sarita Joshi, Varun Khandelwal, Bhavna Khatri, Dushyant Wagh, Gulfam Khan, Atul Parchure",India,01-04-2018,2013,1,"A Kind-Hearted Insurance Agent Has The Mysterious Power To Temporarily Shoulder The Problems And Pain Of Others, With Comic Results In His Own Life.",International Tv
S881,Tv Show,Bhaag Beanie Bhaag,Unknown,"Swara Bhasker, Dolly Singh, Ravi Patel, Varun Thakur, Mona Ambegaonkar, Girish Kulkarni",India,04-12-2020,2020,1,"Facing Disapproving Parents, A Knotty Love Life And Her Own Inner Critic, An Aspiring Comic Ditches Her Cushy But Unsatisfying Life To Pursue Stand-Up.",International Tv
S882,Tv Show,Bhaage Re Mann,Unknown,"Karuna Pandey, Chandan Anand, Kanika Shivpuri, Ved Thappar, Nupur Alankar, Tarun Mehta, Priya Marathe, Vasundhara Kaul, Ankit Narang, Arshima Thapar",India,15-04-2017,2015,1,"An Impulsive, Free-Spirited Woman Who'S Defied Convention For Much Of Her Life Suddenly Finds Herself Flirting With A Classic Romance.",International Tv
S883,Movie,Bhagam Bhag,Priyadarshan,"Akshay Kumar, Govinda, Lara Dutta, Paresh Rawal, Rajpal Yadav, Jackie Shroff, Arbaaz Khan, Tanushree Dutta, Asrani, Shakti Kapoor",India,31-12-2019,2006,151,"A Theater Group Lands In Trouble When Its New Actress Takes Her Own Life, Two Of Its Members Are Framed For Murder And No One Is Who They Appear To Be.",Comedies
S884,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,"Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",India,10-09-2020,2019,116,This First Of A Two-Part Biopic Depicts The Early Years That Lay The Foundation For Beloved Marathi Writer And Comedian P.L. Deshpande’S Iconic Career.,Dramas
S885,Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,"Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni",India,10-09-2020,2019,112,"The Second Installment Of P.L. Deshpande’S Biopic Explores The Marathi Humorist’S Political Journey, Philanthropic Endeavors And Personal Life.",Dramas
S886,Movie,Bhaji In Problem,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Ragini Khanna, Om Puri, B.N. Sharma, Avtar Gill, Karamjit Anmol, Rana Jung Bahadur",India,19-09-2020,2013,117,Married To Two Women – Each Unaware Of The Other – A Man Finds His Double Life Threatened When An Old Friend Who Knows His Not-So-Little Secret Arrives.,Comedies
S887,Movie,Bhangra Paa Le,Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi, Samir Soni, Chaitanya Sharma, Sheeba Chaddha, Akarsh Khurana",India,01-03-2020,2019,130,"Determined To Bring Traditional Bhangra To The World Stage, A Dancer Preps For An International Competition Against A Rival With Dreams Of Her Own.",Comedies
